{'sf': 'dile', 'freq': '1529', 'analysis': 'Stem-dat', 'segmentation': 'dil-e', 'ur': 'dil-A', 'predicted_sr': 'dil-A'}
{'sf': 'otobysyn', 'freq': '36', 'analysis': 'Stem-gen', 'segmentation': 'otobys-yn', 'ur': 'otobys-Hn', 'predicted_sr': 'otobys-Un'}
{'sf': 'oturmɑɯ', 'freq': '36', 'analysis': 'Stem-vn:inf-p3s', 'segmentation': 'otur-mɑ-ɯ', 'ur': 'otur-mA-H', 'predicted_sr': 'otur-mA-I'}
{'sf': 'pɑketlerin', 'freq': '36', 'analysis': 'Stem-pl-gen', 'segmentation': 'pɑket-ler-in', 'ur': 'pɑket-lAr-Hn', 'predicted_sr': 'pɑket-lAr-In'}
{'sf': 'pɑnellerin', 'freq': '36', 'analysis': 'Stem-pl-gen', 'segmentation': 'pɑnel-ler-in', 'ur': 'pɑnel-lAr-Hn', 'predicted_sr': 'pɑnel-lAr-In'}
{'sf': 'pɑrɑgrɑflɑr', 'freq': '36', 'analysis': 'Stem-pl', 'segmentation': 'pɑrɑgrɑf-lɑr', 'ur': 'pɑrɑgrɑf-lAr', 'predicted_sr': 'pɑrɑgrɑf-lAr'}
{'sf': 'pɑrɑmetrelere', 'freq': '36', 'analysis': 'Stem-pl-dat', 'segmentation': 'pɑrɑmetre-ler-e', 'ur': 'pɑrɑmetre-lAr-A', 'predicted_sr': 'pɑrɑmetre-lAr-A'}
{'sf': 'pɑrklɑrɯn', 'freq': '36', 'analysis': 'Stem-pl-gen', 'segmentation': 'pɑrk-lɑr-ɯn', 'ur': 'pɑrk-lAr-Hn', 'predicted_sr': 'pɑrk-lAr-In'}
{'sf': 'pɑrseller', 'freq': '36', 'analysis': 'Stem-pl', 'segmentation': 'pɑrsel-ler', 'ur': 'pɑrsel-lAr', 'predicted_sr': 'pɑrsel-lAr'}
{'sf': 'pompɑlɑrɯ', 'freq': '36', 'analysis': 'Stem-pl-p3s', 'segmentation': 'pompɑ-lɑr-ɯ', 'ur': 'pompɑ-lAr-H', 'predicted_sr': 'pompɑ-lAr-I'}
{'sf': 'progrɑmlɑnmɑɯ', 'freq': '36', 'analysis': 'Stem-lan-vn:inf-p3s', 'segmentation': 'progrɑm-lɑn-mɑ-ɯ', 'ur': 'progrɑm-lAn-mA-H', 'predicted_sr': 'progrɑm-lAn-mA-I'}
{'sf': 'rɑdjɑsjonɑ', 'freq': '36', 'analysis': 'Stem-dat', 'segmentation': 'rɑdjɑsjon-ɑ', 'ur': 'rɑdjɑsjon-A', 'predicted_sr': 'rɑdjɑsjon-A'}
{'sf': 'rivɑjete', 'freq': '36', 'analysis': 'Stem-dat', 'segmentation': 'rivɑjet-e', 'ur': 'rivɑjet-A', 'predicted_sr': 'rivɑjet-A'}
{'sf': 'ruhsɑtlɑr', 'freq': '36', 'analysis': 'Stem-pl', 'segmentation': 'ruhsɑt-lɑr', 'ur': 'ruhsɑt-lAr', 'predicted_sr': 'ruhsɑt-lAr'}
{'sf': 'sɯkɯntɯlɑrdɑn', 'freq': '36', 'analysis': 'Stem-pl-abl', 'segmentation': 'sɯkɯntɯ-lɑr-dɑn', 'ur': 'sɯkɯntɯ-lAr-dAn', 'predicted_sr': 'sɯkɯntɯ-lAr-dAn'}
{'sf': 'sɯnɯrdɑ', 'freq': '36', 'analysis': 'Stem-loc', 'segmentation': 'sɯnɯr-dɑ', 'ur': 'sɯnɯr-dA', 'predicted_sr': 'sɯnɯr-dA'}
{'sf': 'sɑkɑtlɑr', 'freq': '36', 'analysis': 'Stem-pl', 'segmentation': 'sɑkɑt-lɑr', 'ur': 'sɑkɑt-lAr', 'predicted_sr': 'sɑkɑt-lAr'}
{'sf': 'sɑnɑtkɑrlɑrɯn', 'freq': '36', 'analysis': 'Stem-pl-gen', 'segmentation': 'sɑnɑtkɑr-lɑr-ɯn', 'ur': 'sɑnɑtkɑr-lAr-Hn', 'predicted_sr': 'sɑnɑtkɑr-lAr-In'}
{'sf': 'serɑmikler', 'freq': '36', 'analysis': 'Stem-pl', 'segmentation': 'serɑmik-ler', 'ur': 'serɑmik-lAr', 'predicted_sr': 'serɑmik-lAr'}
{'sf': 'sigortɑlɯlɑrɯn', 'freq': '36', 'analysis': 'Stem-li-pl-gen', 'segmentation': 'sigortɑ-lɯ-lɑr-ɯn', 'ur': 'sigortɑ-lH-lAr-Hn', 'predicted_sr': 'sigortɑ-lɯ-lAr-In'}
{'sf': 'simgesel', 'freq': '36', 'analysis': 'Stem-sal', 'segmentation': 'simge-sel', 'ur': 'simge-sAl', 'predicted_sr': 'simge-sAl'}
{'sf': 'sinde', 'freq': '36', 'analysis': 'Stem-loc', 'segmentation': 'sin-de', 'ur': 'sin-dA', 'predicted_sr': 'sin-dA'}
{'sf': 'sohbetler', 'freq': '36', 'analysis': 'Stem-pl', 'segmentation': 'sohbet-ler', 'ur': 'sohbet-lAr', 'predicted_sr': 'sohbet-lAr'}
{'sf': 'sohbetleri', 'freq': '36', 'analysis': 'Stem-pl-p3s', 'segmentation': 'sohbet-ler-i', 'ur': 'sohbet-lAr-H', 'predicted_sr': 'sohbet-lAr-I'}
{'sf': 'sorumluuun', 'freq': '36', 'analysis': 'Stem-p3s-gen', 'segmentation': 'sorumlu-u-un', 'ur': 'sorumlu-H-Hn', 'predicted_sr': 'sorumlu-U-Un'}
{'sf': 'suʧlulɑrɯ', 'freq': '36', 'analysis': 'Stem-li-p3p', 'segmentation': 'suʧ-lu-lɑrɯ', 'ur': 'suʧ-lH-lArH', 'predicted_sr': 'suʧ-lU-lArI'}
{'sf': 'sunuʤudɑ', 'freq': '36', 'analysis': 'Stem-loc', 'segmentation': 'sunuʤu-dɑ', 'ur': 'sunuʤu-dA', 'predicted_sr': 'sunuʤu-dA'}
{'sf': 'sunuʤudɑn', 'freq': '36', 'analysis': 'Stem-abl', 'segmentation': 'sunuʤu-dɑn', 'ur': 'sunuʤu-dAn', 'predicted_sr': 'sunuʤu-dAn'}
{'sf': 'tyketiʤileri', 'freq': '36', 'analysis': 'Stem-pl-p3s', 'segmentation': 'tyketiʤi-ler-i', 'ur': 'tyketiʤi-lAr-H', 'predicted_sr': 'tyketiʤi-lAr-I'}
{'sf': 'tymørlerin', 'freq': '36', 'analysis': 'Stem-pl-gen', 'segmentation': 'tymør-ler-in', 'ur': 'tymør-lAr-Hn', 'predicted_sr': 'tymør-lAr-In'}
{'sf': 'tytyne', 'freq': '36', 'analysis': 'Stem-dat', 'segmentation': 'tytyn-e', 'ur': 'tytyn-A', 'predicted_sr': 'tytyn-A'}
{'sf': 'tɑʃɯtlɑrɯ', 'freq': '36', 'analysis': 'Stem-pl-p3s', 'segmentation': 'tɑʃɯt-lɑr-ɯ', 'ur': 'tɑʃɯt-lAr-H', 'predicted_sr': 'tɑʃɯt-lAr-I'}
{'sf': 'tɑbɑndɑ', 'freq': '36', 'analysis': 'Stem-loc', 'segmentation': 'tɑbɑn-dɑ', 'ur': 'tɑbɑn-dA', 'predicted_sr': 'tɑbɑn-dA'}
{'sf': 'tɑnɯɑlɯm', 'freq': '36', 'analysis': 'Stem-cv:ye-li-p1s', 'segmentation': 'tɑnɯ-ɑ-lɯ-m', 'ur': 'tɑnɯ-A-lH-m', 'predicted_sr': 'tɑnɯ-A-lI-m'}
{'sf': 'tɑrɑftɑrlɑrɯ', 'freq': '36', 'analysis': 'Stem-pl-p3s', 'segmentation': 'tɑrɑftɑr-lɑr-ɯ', 'ur': 'tɑrɑftɑr-lAr-H', 'predicted_sr': 'tɑrɑftɑr-lAr-I'}
{'sf': 'tɑvɑɑ', 'freq': '36', 'analysis': 'Stem-dat', 'segmentation': 'tɑvɑ-ɑ', 'ur': 'tɑvɑ-A', 'predicted_sr': 'tɑvɑ-A'}
{'sf': 'teʃekkyrlermizi', 'freq': '36', 'analysis': 'Stem-pl-p1p-acc', 'segmentation': 'teʃekkyr-ler-miz-i', 'ur': 'teʃekkyr-lAr-mHz-H', 'predicted_sr': 'teʃekkyr-lAr-mIz-I'}
{'sf': 'teller', 'freq': '36', 'analysis': 'Stem-pl', 'segmentation': 'tel-ler', 'ur': 'tel-lAr', 'predicted_sr': 'tel-lAr'}
{'sf': 'terørizme', 'freq': '36', 'analysis': 'Stem-dat', 'segmentation': 'terørizm-e', 'ur': 'terørizm-A', 'predicted_sr': 'terørizm-A'}
{'sf': 'tespitleri', 'freq': '36', 'analysis': 'Stem-pl-acc', 'segmentation': 'tespit-ler-i', 'ur': 'tespit-lAr-H', 'predicted_sr': 'tespit-lAr-I'}
{'sf': 'testte', 'freq': '36', 'analysis': 'Stem-loc', 'segmentation': 'test-te', 'ur': 'test-dA', 'predicted_sr': 'test-dA'}
{'sf': 'toplɑmdɑ', 'freq': '36', 'analysis': 'Stem-loc', 'segmentation': 'toplɑm-dɑ', 'ur': 'toplɑm-dA', 'predicted_sr': 'toplɑm-dA'}
{'sf': 'toplumlɑrɯɯn', 'freq': '36', 'analysis': 'Stem-pl-p3s-gen', 'segmentation': 'toplum-lɑr-ɯ-ɯn', 'ur': 'toplum-lAr-H-Hn', 'predicted_sr': 'toplum-lAr-I-In'}
{'sf': 'uɰrɑdɯklɑrɯ', 'freq': '36', 'analysis': 'Stem-part:past-p3p', 'segmentation': 'uɰrɑ-dɯk-lɑrɯ', 'ur': 'uɰrɑ-dHk-lArH', 'predicted_sr': 'uɰrɑ-dɯk-lArI'}
{'sf': 'ulɑʃmɑdɑn', 'freq': '36', 'analysis': 'Stem-vn:inf-abl', 'segmentation': 'ulɑʃ-mɑ-dɑn', 'ur': 'ulɑʃ-mA-dAn', 'predicted_sr': 'ulɑʃ-mA-dAn'}
{'sf': 'unsuruun', 'freq': '36', 'analysis': 'Stem-p3s-gen', 'segmentation': 'unsur-u-un', 'ur': 'unsur-H-Hn', 'predicted_sr': 'unsur-U-Un'}
{'sf': 'vyʤutlɑrɯ', 'freq': '36', 'analysis': 'Stem-pl-p3s', 'segmentation': 'vyʤut-lɑr-ɯ', 'ur': 'vyʤut-lAr-H', 'predicted_sr': 'vyʤut-lAr-I'}
{'sf': 'vɑkɯflɑrɑ', 'freq': '36', 'analysis': 'Stem-pl-dat', 'segmentation': 'vɑkɯf-lɑr-ɑ', 'ur': 'vɑkɯf-lAr-A', 'predicted_sr': 'vɑkɯf-lAr-A'}
{'sf': 'vizjonɑ', 'freq': '36', 'analysis': 'Stem-dat', 'segmentation': 'vizjon-ɑ', 'ur': 'vizjon-A', 'predicted_sr': 'vizjon-A'}
{'sf': 'jøntemden', 'freq': '36', 'analysis': 'Stem-abl', 'segmentation': 'jøntem-den', 'ur': 'jøntem-dAn', 'predicted_sr': 'jøntem-dAn'}
{'sf': 'jyʤelen', 'freq': '36', 'analysis': 'Stem-part:pres', 'segmentation': 'jyʤel-en', 'ur': 'jyʤel-An', 'predicted_sr': 'jyʤel-An'}
{'sf': 'jyklemei', 'freq': '36', 'analysis': 'Stem-la-vn:inf-p3s', 'segmentation': 'jyk-le-me-i', 'ur': 'jyk-lA-mA-H', 'predicted_sr': 'jyk-lA-mA-I'}
{'sf': 'jykleniʤinin', 'freq': '36', 'analysis': 'Stem-lan-yici-p2s-gen', 'segmentation': 'jyk-len-iʤi-n-in', 'ur': 'jyk-lAn-HʤH-n-Hn', 'predicted_sr': 'jyk-lAn-IʤI-n-In'}
{'sf': 'jɑɰmurlɑr', 'freq': '36', 'analysis': 'Stem-pl', 'segmentation': 'jɑɰmur-lɑr', 'ur': 'jɑɰmur-lAr', 'predicted_sr': 'jɑɰmur-lAr'}
{'sf': 'jɑklɑʃmɑ', 'freq': '36', 'analysis': 'Stem-vn:inf', 'segmentation': 'jɑklɑʃ-mɑ', 'ur': 'jɑklɑʃ-mA', 'predicted_sr': 'jɑklɑʃ-mA'}
{'sf': 'jɑvruu', 'freq': '36', 'analysis': 'Stem-p3s', 'segmentation': 'jɑvru-u', 'ur': 'jɑvru-H', 'predicted_sr': 'jɑvru-U'}
{'sf': 'jɑzɯlɑrdɑn', 'freq': '36', 'analysis': 'Stem-pl-abl', 'segmentation': 'jɑzɯ-lɑr-dɑn', 'ur': 'jɑzɯ-lAr-dAn', 'predicted_sr': 'jɑzɯ-lAr-dAn'}
{'sf': 'jorumlɑrɑ', 'freq': '36', 'analysis': 'Stem-pl-dat', 'segmentation': 'jorum-lɑr-ɑ', 'ur': 'jorum-lAr-A', 'predicted_sr': 'jorum-lAr-A'}
{'sf': 'jumurtɑlɑrɯn', 'freq': '36', 'analysis': 'Stem-pl-gen', 'segmentation': 'jumurtɑ-lɑr-ɯn', 'ur': 'jumurtɑ-lAr-Hn', 'predicted_sr': 'jumurtɑ-lAr-In'}
{'sf': 'zɑrfɑ', 'freq': '36', 'analysis': 'Stem-dat', 'segmentation': 'zɑrf-ɑ', 'ur': 'zɑrf-A', 'predicted_sr': 'zɑrf-A'}
{'sf': 'zɑrflɑr', 'freq': '36', 'analysis': 'Stem-pl', 'segmentation': 'zɑrf-lɑr', 'ur': 'zɑrf-lAr', 'predicted_sr': 'zɑrf-lAr'}
{'sf': 'ʧɯɰlɯklɑrɯ', 'freq': '35', 'analysis': 'Stem-pl-p3s', 'segmentation': 'ʧɯɰlɯk-lɑr-ɯ', 'ur': 'ʧɯɰlɯk-lAr-H', 'predicted_sr': 'ʧɯɰlɯk-lAr-I'}
{'sf': 'ʧɯkɑrmɑdɑn', 'freq': '35', 'analysis': 'Stem-abl', 'segmentation': 'ʧɯkɑrmɑ-dɑn', 'ur': 'ʧɯkɑrmɑ-dAn', 'predicted_sr': 'ʧɯkɑrmɑ-dAn'}
{'sf': 'ʧɯkmɑzɑ', 'freq': '35', 'analysis': 'Stem-dat', 'segmentation': 'ʧɯkmɑz-ɑ', 'ur': 'ʧɯkmɑz-A', 'predicted_sr': 'ʧɯkmɑz-A'}
{'sf': 'ʧøpleri', 'freq': '35', 'analysis': 'Stem-pl-acc', 'segmentation': 'ʧøp-ler-i', 'ur': 'ʧøp-lAr-H', 'predicted_sr': 'ʧøp-lAr-I'}
{'sf': 'ʧiftlerin', 'freq': '35', 'analysis': 'Stem-pl-gen', 'segmentation': 'ʧift-ler-in', 'ur': 'ʧift-lAr-Hn', 'predicted_sr': 'ʧift-lAr-In'}
{'sf': 'ʧoɰɑlmɑ', 'freq': '35', 'analysis': 'Stem-vn:inf', 'segmentation': 'ʧoɰɑl-mɑ', 'ur': 'ʧoɰɑl-mA', 'predicted_sr': 'ʧoɰɑl-mA'}
{'sf': 'ønleerek', 'freq': '35', 'analysis': 'Stem-cv:erek', 'segmentation': 'ønle-erek', 'ur': 'ønle-ArAk', 'predicted_sr': 'ønle-ArAk'}
{'sf': 'øzetlenen', 'freq': '35', 'analysis': 'Stem-lan-part:pres', 'segmentation': 'øzet-len-en', 'ur': 'øzet-lAn-An', 'predicted_sr': 'øzet-lAn-An'}
{'sf': 'ʃɑhitler', 'freq': '35', 'analysis': 'Stem-pl', 'segmentation': 'ʃɑhit-ler', 'ur': 'ʃɑhit-lAr', 'predicted_sr': 'ʃɑhit-lAr'}
{'sf': 'yniteden', 'freq': '35', 'analysis': 'Stem-abl', 'segmentation': 'ynite-den', 'ur': 'ynite-dAn', 'predicted_sr': 'ynite-dAn'}
{'sf': 'ystlenme', 'freq': '35', 'analysis': 'Stem-vn:inf', 'segmentation': 'ystlen-me', 'ur': 'ystlen-mA', 'predicted_sr': 'ystlen-mA'}
{'sf': 'ystleri', 'freq': '35', 'analysis': 'Stem-pl-p3s', 'segmentation': 'yst-ler-i', 'ur': 'yst-lAr-H', 'predicted_sr': 'yst-lAr-I'}
{'sf': 'ɑʧɯsɑl', 'freq': '35', 'analysis': 'Stem-sal', 'segmentation': 'ɑʧɯ-sɑl', 'ur': 'ɑʧɯ-sAl', 'predicted_sr': 'ɑʧɯ-sAl'}
{'sf': 'ɑɰɑʧlɑrdɑn', 'freq': '35', 'analysis': 'Stem-pl-abl', 'segmentation': 'ɑɰɑʧ-lɑr-dɑn', 'ur': 'ɑɰɑʧ-lAr-dAn', 'predicted_sr': 'ɑɰɑʧ-lAr-dAn'}
{'sf': 'ɑdlɑrɯn', 'freq': '35', 'analysis': 'Stem-pl-gen', 'segmentation': 'ɑd-lɑr-ɯn', 'ur': 'ɑd-lAr-Hn', 'predicted_sr': 'ɑd-lAr-In'}
{'sf': 'ɑkʤiɰerlere', 'freq': '35', 'analysis': 'Stem-pl-dat', 'segmentation': 'ɑkʤiɰer-ler-e', 'ur': 'ɑkʤiɰer-lAr-A', 'predicted_sr': 'ɑkʤiɰer-lAr-A'}
{'sf': 'ɑksɑɑn', 'freq': '35', 'analysis': 'Stem-part:pres', 'segmentation': 'ɑksɑ-ɑn', 'ur': 'ɑksɑ-An', 'predicted_sr': 'ɑksɑ-An'}
{'sf': 'ɑnɑhtɑrlɑrɯ', 'freq': '35', 'analysis': 'Stem-pl-p3s', 'segmentation': 'ɑnɑhtɑr-lɑr-ɯ', 'ur': 'ɑnɑhtɑr-lAr-H', 'predicted_sr': 'ɑnɑhtɑr-lAr-I'}
{'sf': 'ɑnlɑʃmɑzlɯklɑr', 'freq': '35', 'analysis': 'Stem-pl', 'segmentation': 'ɑnlɑʃmɑzlɯk-lɑr', 'ur': 'ɑnlɑʃmɑzlɯk-lAr', 'predicted_sr': 'ɑnlɑʃmɑzlɯk-lAr'}
{'sf': 'ɑnlɑmdɑki', 'freq': '35', 'analysis': 'Stem-loc-ki', 'segmentation': 'ɑnlɑm-dɑ-ki', 'ur': 'ɑnlɑm-dA-ki', 'predicted_sr': 'ɑnlɑm-dA-ki'}
{'sf': 'ɑrɯlɑr', 'freq': '35', 'analysis': 'Stem-pl', 'segmentation': 'ɑrɯ-lɑr', 'ur': 'ɑrɯ-lAr', 'predicted_sr': 'ɑrɯ-lAr'}
{'sf': 'ɑrɑlɑrɯ', 'freq': '35', 'analysis': 'Stem-pl-p3s', 'segmentation': 'ɑrɑ-lɑr-ɯ', 'ur': 'ɑrɑ-lAr-H', 'predicted_sr': 'ɑrɑ-lAr-I'}
{'sf': 'ɑrɑmɑlɑrɯn', 'freq': '35', 'analysis': 'Stem-vn:inf-pl-gen', 'segmentation': 'ɑrɑ-mɑ-lɑr-ɯn', 'ur': 'ɑrɑ-mA-lAr-Hn', 'predicted_sr': 'ɑrɑ-mA-lAr-In'}
{'sf': 'ɑtɑmɑɑ', 'freq': '35', 'analysis': 'Stem-vn:inf-dat', 'segmentation': 'ɑtɑ-mɑ-ɑ', 'ur': 'ɑtɑ-mA-A', 'predicted_sr': 'ɑtɑ-mA-A'}
{'sf': 'ɑjrɯlɯklɑrɯ', 'freq': '35', 'analysis': 'Stem-pl-p3s', 'segmentation': 'ɑjrɯlɯk-lɑr-ɯ', 'ur': 'ɑjrɯlɯk-lAr-H', 'predicted_sr': 'ɑjrɯlɯk-lAr-I'}
{'sf': 'ɑjrɯntɯlɑrɑ', 'freq': '35', 'analysis': 'Stem-pl-dat', 'segmentation': 'ɑjrɯntɯ-lɑr-ɑ', 'ur': 'ɑjrɯntɯ-lAr-A', 'predicted_sr': 'ɑjrɯntɯ-lAr-A'}
{'sf': 'bɑbɑlɑrɯɯn', 'freq': '35', 'analysis': 'Stem-pl-p3s-gen', 'segmentation': 'bɑbɑ-lɑr-ɯ-ɯn', 'ur': 'bɑbɑ-lAr-H-Hn', 'predicted_sr': 'bɑbɑ-lAr-I-In'}
{'sf': 'bɑsɑmɑktɑn', 'freq': '35', 'analysis': 'Stem-abl', 'segmentation': 'bɑsɑmɑk-tɑn', 'ur': 'bɑsɑmɑk-dAn', 'predicted_sr': 'bɑsɑmɑk-dAn'}
{'sf': 'beʤerie', 'freq': '35', 'analysis': 'Stem-dat', 'segmentation': 'beʤeri-e', 'ur': 'beʤeri-A', 'predicted_sr': 'beʤeri-A'}
{'sf': 'belirtmei', 'freq': '35', 'analysis': 'Stem-vn:inf-p3s', 'segmentation': 'belirt-me-i', 'ur': 'belirt-mA-H', 'predicted_sr': 'belirt-mA-I'}
{'sf': 'benimseme', 'freq': '35', 'analysis': 'Stem-vn:inf', 'segmentation': 'benimse-me', 'ur': 'benimse-mA', 'predicted_sr': 'benimse-mA'}
{'sf': 'bejindeki', 'freq': '35', 'analysis': 'Stem-loc-ki', 'segmentation': 'bejin-de-ki', 'ur': 'bejin-dA-ki', 'predicted_sr': 'bejin-dA-ki'}
{'sf': 'bojutlɑrdɑki', 'freq': '35', 'analysis': 'Stem-pl-loc-ki', 'segmentation': 'bojut-lɑr-dɑ-ki', 'ur': 'bojut-lAr-dA-ki', 'predicted_sr': 'bojut-lAr-dA-ki'}
{'sf': 'bozmɑɑ', 'freq': '35', 'analysis': 'Stem-vn:inf-dat', 'segmentation': 'boz-mɑ-ɑ', 'ur': 'boz-mA-A', 'predicted_sr': 'boz-mA-A'}
{'sf': 'ʤɑnlɯlɑrɑ', 'freq': '35', 'analysis': 'Stem-pl-dat', 'segmentation': 'ʤɑnlɯ-lɑr-ɑ', 'ur': 'ʤɑnlɯ-lAr-A', 'predicted_sr': 'ʤɑnlɯ-lAr-A'}
{'sf': 'ʤezɑdɑn', 'freq': '35', 'analysis': 'Stem-abl', 'segmentation': 'ʤezɑ-dɑn', 'ur': 'ʤezɑ-dAn', 'predicted_sr': 'ʤezɑ-dAn'}
{'sf': 'dønmeleri', 'freq': '35', 'analysis': 'Stem-pl-p3s', 'segmentation': 'dønme-ler-i', 'ur': 'dønme-lAr-H', 'predicted_sr': 'dønme-lAr-I'}
{'sf': 'dyzelmei', 'freq': '35', 'analysis': 'Stem-vn:inf-p3s', 'segmentation': 'dyzel-me-i', 'ur': 'dyzel-mA-H', 'predicted_sr': 'dyzel-mA-I'}
{'sf': 'dɑlgɑlɑnmɑ', 'freq': '35', 'analysis': 'Stem-lan-vn:inf', 'segmentation': 'dɑlgɑ-lɑn-mɑ', 'ur': 'dɑlgɑ-lAn-mA', 'predicted_sr': 'dɑlgɑ-lAn-mA'}
{'sf': 'deɰerlermiz', 'freq': '35', 'analysis': 'Stem-pl-p1p', 'segmentation': 'deɰer-ler-miz', 'ur': 'deɰer-lAr-mHz', 'predicted_sr': 'deɰer-lAr-mIz'}
{'sf': 'deɰinerek', 'freq': '35', 'analysis': 'Stem-cv:erek', 'segmentation': 'deɰin-erek', 'ur': 'deɰin-ArAk', 'predicted_sr': 'deɰin-ArAk'}
{'sf': 'dedikten', 'freq': '35', 'analysis': 'Stem-vn:past-abl', 'segmentation': 'de-dik-ten', 'ur': 'de-dHk-dAn', 'predicted_sr': 'de-dik-dAn'}
{'sf': 'defɑdɑn', 'freq': '35', 'analysis': 'Stem-abl', 'segmentation': 'defɑ-dɑn', 'ur': 'defɑ-dAn', 'predicted_sr': 'defɑ-dAn'}
{'sf': 'denklemleriin', 'freq': '35', 'analysis': 'Stem-pl-p3s-gen', 'segmentation': 'denklem-ler-i-in', 'ur': 'denklem-lAr-H-Hn', 'predicted_sr': 'denklem-lAr-I-In'}
{'sf': 'denkler', 'freq': '35', 'analysis': 'Stem-pl', 'segmentation': 'denk-ler', 'ur': 'denk-lAr', 'predicted_sr': 'denk-lAr'}
{'sf': 'desenler', 'freq': '35', 'analysis': 'Stem-pl', 'segmentation': 'desen-ler', 'ur': 'desen-lAr', 'predicted_sr': 'desen-lAr'}
{'sf': 'devrimleri', 'freq': '35', 'analysis': 'Stem-pl-acc', 'segmentation': 'devrim-ler-i', 'ur': 'devrim-lAr-H', 'predicted_sr': 'devrim-lAr-I'}
{'sf': 'diplomɑlɑrɯ', 'freq': '35', 'analysis': 'Stem-pl-p3s', 'segmentation': 'diplomɑ-lɑr-ɯ', 'ur': 'diplomɑ-lAr-H', 'predicted_sr': 'diplomɑ-lAr-I'}
{'sf': 'doktornuzun', 'freq': '35', 'analysis': 'Stem-p2p-gen', 'segmentation': 'doktor-nuz-un', 'ur': 'doktor-nHz-Hn', 'predicted_sr': 'doktor-nUz-Un'}
{'sf': 'dokulu', 'freq': '35', 'analysis': 'Stem-li', 'segmentation': 'doku-lu', 'ur': 'doku-lH', 'predicted_sr': 'doku-lU'}
{'sf': 'eɰlenʤeler', 'freq': '35', 'analysis': 'Stem-pl', 'segmentation': 'eɰlenʤe-ler', 'ur': 'eɰlenʤe-lAr', 'predicted_sr': 'eɰlenʤe-lAr'}
{'sf': 'eʃitsizlikler', 'freq': '35', 'analysis': 'Stem-pl', 'segmentation': 'eʃitsizlik-ler', 'ur': 'eʃitsizlik-lAr', 'predicted_sr': 'eʃitsizlik-lAr'}
{'sf': 'edilememei', 'freq': '35', 'analysis': 'Stem-la-neg-vn:inf-p3s', 'segmentation': 'edi-le-me-me-i', 'ur': 'edi-lA-mA-mA-H', 'predicted_sr': 'edi-lA-mA-mA-I'}
{'sf': 'ellermi', 'freq': '35', 'analysis': 'Stem-pl-p1s-acc', 'segmentation': 'el-ler-m-i', 'ur': 'el-lAr-m-H', 'predicted_sr': 'el-lAr-m-I'}
{'sf': 'eriʃime', 'freq': '35', 'analysis': 'Stem-dat', 'segmentation': 'eriʃim-e', 'ur': 'eriʃim-A', 'predicted_sr': 'eriʃim-A'}
{'sf': 'ejlylde', 'freq': '35', 'analysis': 'Stem-loc', 'segmentation': 'ejlyl-de', 'ur': 'ejlyl-dA', 'predicted_sr': 'ejlyl-dA'}
{'sf': 'fɑbrikɑlɑrɑ', 'freq': '35', 'analysis': 'Stem-pl-dat', 'segmentation': 'fɑbrikɑ-lɑr-ɑ', 'ur': 'fɑbrikɑ-lAr-A', 'predicted_sr': 'fɑbrikɑ-lAr-A'}
{'sf': 'fɑbrikɑmɯzdɑ', 'freq': '35', 'analysis': 'Stem-p1p-loc', 'segmentation': 'fɑbrikɑ-mɯz-dɑ', 'ur': 'fɑbrikɑ-mHz-dA', 'predicted_sr': 'fɑbrikɑ-mɯz-dA'}
{'sf': 'fɑktøryn', 'freq': '35', 'analysis': 'Stem-gen', 'segmentation': 'fɑktør-yn', 'ur': 'fɑktør-Hn', 'predicted_sr': 'fɑktør-Un'}
{'sf': 'filozofu', 'freq': '35', 'analysis': 'Stem-p3s', 'segmentation': 'filozof-u', 'ur': 'filozof-H', 'predicted_sr': 'filozof-U'}
{'sf': 'fosforlu', 'freq': '35', 'analysis': 'Stem-li', 'segmentation': 'fosfor-lu', 'ur': 'fosfor-lH', 'predicted_sr': 'fosfor-lU'}
{'sf': 'frekɑnslɑrɯ', 'freq': '35', 'analysis': 'Stem-pl-p3s', 'segmentation': 'frekɑns-lɑr-ɯ', 'ur': 'frekɑns-lAr-H', 'predicted_sr': 'frekɑns-lAr-I'}
{'sf': 'gørynyrde', 'freq': '35', 'analysis': 'Stem-loc', 'segmentation': 'gørynyr-de', 'ur': 'gørynyr-dA', 'predicted_sr': 'gørynyr-dA'}
{'sf': 'gørmemei', 'freq': '35', 'analysis': 'Stem-neg-vn:inf-p3s', 'segmentation': 'gør-me-me-i', 'ur': 'gør-mA-mA-H', 'predicted_sr': 'gør-mA-mA-I'}
{'sf': 'gøzetleme', 'freq': '35', 'analysis': 'Stem-vn:inf', 'segmentation': 'gøzetle-me', 'ur': 'gøzetle-mA', 'predicted_sr': 'gøzetle-mA'}
{'sf': 'gybreler', 'freq': '35', 'analysis': 'Stem-pl', 'segmentation': 'gybre-ler', 'ur': 'gybre-lAr', 'predicted_sr': 'gybre-lAr'}
{'sf': 'gyzelliklere', 'freq': '35', 'analysis': 'Stem-lik-pl-dat', 'segmentation': 'gyzel-lik-ler-e', 'ur': 'gyzel-lHk-lAr-A', 'predicted_sr': 'gyzel-lik-lAr-A'}
{'sf': 'gɑjee', 'freq': '35', 'analysis': 'Stem-dat', 'segmentation': 'gɑje-e', 'ur': 'gɑje-A', 'predicted_sr': 'gɑje-A'}
